area,year,adm,total,avg,mid,mid1,mid3,sd,cv
桃園市楊梅鎮,2006,35876,27834306,776,593,362,979,864.27,111.4
桃園市楊梅鎮,2007,19283,15420134,800,638,387,1012,763.81,95.51
桃園市楊梅鎮,2008,38033,30536454,803,608,377,1000,880.5,109.67
桃園市蘆竹鄉,2002,28506,22601019,793,616,381,989,859.9,108.46
桃園市蘆竹鄉,2003,30106,24194095,804,612,381,991,943.35,117.39
桃園市蘆竹鄉,2004,32095,26717297,832,631,382,1026,922.93,110.87
桃園市蘆竹鄉,2005,33326,28798907,864,646,386,1060,982.26,113.67
桃園市蘆竹鄉,2006,34893,30995419,888,653,393,1081,1296.22,145.92
桃園市蘆竹鄉,2007,34583,32260586,933,679,406,1131,1211.4,129.86
桃園市蘆竹鄉,2008,37795,35079748,928,673,402,1132,1230.9,132.62
桃園市蘆竹鄉,2009,37618,31907754,848,625,373,1043,1083.96,127.79
桃園市蘆竹鄉,2010,39343,35686811,907,653,382,1094,1282.36,141.37
桃園市蘆竹鄉,2011,40593,39278814,968,685,400,1157,1593.02,164.63
桃園市大園鄉,2002,18086,11781964,651,528,341,831,711.27,109.18
桃園市大園鄉,2003,18358,11694154,637,517,328,818,568.25,89.21
桃園市大園鄉,2004,18981,12386481,653,525,334,828,587.5,90.03
桃園市大園鄉,2005,18911,12594924,666,535,337,852,536.15,80.5
桃園市大園鄉,2006,18896,12854475,680,540,341,866,561.57,82.55
桃園市大園鄉,2007,18011,12837356,713,557,355,893,669.2,93.89
桃園市大園鄉,2008,19895,14020924,705,552,351,884,639.39,90.73
桃園市大園鄉,2009,19565,12889392,659,517,331,830,575.29,87.32
桃園市大園鄉,2010,20159,13886822,689,535,340,861,672.09,97.56
桃園市大園鄉,2011,20668,14968489,724,562,355,904,646.94,89.33
桃園市龜山鄉,2002,29280,22123059,756,563,352,902,3988.94,527.94
桃園市龜山鄉,2003,30056,22089820,735,553,345,896,1043.67,142
桃園市龜山鄉,2004,31564,23822571,755,567,352,922,774.18,102.58
桃園市龜山鄉,2005,32203,25018583,777,574,355,948,840.2,108.15
桃園市龜山鄉,2006,33592,26316804,783,577,357,956,939.3,119.9
桃園市龜山鄉,2007,34863,28272573,811,588,363,982,1100.3,135.68
桃園市龜山鄉,2008,35716,28988552,812,592,361,988,946.47,116.61
桃園市龜山鄉,2009,35078,26507986,756,559,344,926,771.27,102.06
桃園市龜山鄉,2010,36506,28399969,778,569,346,944,894.66,115
桃園市龜山鄉,2011,37321,31012970,831,599,363,994,1071.57,128.95
桃園市八德市,2002,37779,24867375,658,533,341,834,864.21,131.29
桃園市八德市,2003,38650,25296543,655,525,335,827,747.06,114.14
桃園市八德市,2004,40119,27074584,675,535,341,854,652.38,96.67
桃園市八德市,2005,40323,27804842,690,539,342,869,616.05,89.34
桃園市八德市,2006,41369,28447009,688,539,342,867,601.49,87.47
桃園市八德市,2007,38897,27986162,719,550,346,897,694.65,96.55
桃園市八德市,2008,43394,31276368,721,555,353,902,655.82,90.99
桃園市八德市,2009,42521,28419211,668,521,332,835,679.19,101.62
桃園市八德市,2010,44256,30805537,696,532,335,861,800.31,114.97
桃園市八德市,2011,45334,33406384,737,561,355,907,1052.35,142.81
桃園市龍潭鄉,2002,24314,17999059,740,570,348,932,652.72,88.17
桃園市龍潭鄉,2003,24657,18298565,742,563,346,931,718.41,96.8
桃園市龍潭鄉,2004,25633,19584025,764,576,350,958,761.61,99.69
桃園市龍潭鄉,2005,25833,20214531,783,580,354,982,797.58,101.93
桃園市龍潭鄉,2006,26325,20753039,788,577,358,981,799.02,101.36
桃園市龍潭鄉,2007,27009,21890292,810,587,364,1004,830.68,102.49
桃園市龍潭鄉,2008,27310,22666295,830,599,369,1020,892.81,107.57
桃園市龍潭鄉,2009,26741,20361561,761,556,343,947,818.57,107.5
桃園市龍潭鄉,2010,27683,21967641,794,568,349,967,1083.12,136.49
桃園市龍潭鄉,2011,28315,23425970,827,593,361,1001,1174.64,141.98
桃園市平鎮市,2002,44991,31820747,707,557,349,895,610.63,86.34
桃園市平鎮市,2003,45698,32268534,706,549,342,893,687.87,97.41
桃園市平鎮市,2004,47320,34401265,727,556,346,916,665.31,91.52
桃園市平鎮市,2005,47991,36097888,752,568,350,938,764.49,101.64
桃園市平鎮市,2006,49100,37001149,754,565,352,937,716.63,95.1
桃園市平鎮市,2007,50749,39514200,779,576,360,959,771.93,99.14
桃園市平鎮市,2008,51430,40540172,788,584,363,974,776.14,98.46
桃園市平鎮市,2009,50331,36647496,728,544,339,906,701.1,96.29
桃園市平鎮市,2010,52176,39389457,755,560,345,932,750.4,99.4
桃園市平鎮市,2011,53863,43225927,803,587,361,987,895.33,111.56
桃園市新屋鄉,2002,11222,7033714,627,517,323,810,688.92,109.91
桃園市新屋鄉,2003,11193,7043590,629,508,325,803,1316.31,209.18
桃園市新屋鄉,2004,11504,7368810,641,520,334,820,615.26,96.05
桃園市新屋鄉,2005,11455,7437937,649,528,333,834,583.48,89.86
桃園市新屋鄉,2006,11415,7553090,662,534,340,846,706.98,106.85
桃園市新屋鄉,2007,5906,4187447,709,590,373,912,528.82,74.59
桃園市新屋鄉,2008,11434,7967538,697,557,350,877,893.78,128.26
桃園市新屋鄉,2009,10982,7034160,641,512,330,804,758.78,118.46
桃園市新屋鄉,2010,11322,7459740,659,528,334,833,655.27,99.45
桃園市新屋鄉,2011,11501,8066455,701,553,353,882,744.38,106.13
桃園市觀音鄉,2002,12160,7657226,630,531,333,822,452.62,71.88
桃園市觀音鄉,2003,12199,7799745,639,528,337,823,654.37,102.35
桃園市觀音鄉,2004,12745,8309538,652,543,348,844,475.08,72.87
桃園市觀音鄉,2005,12988,8705110,670,550,352,864,525.35,78.38
桃園市觀音鄉,2006,13314,8989589,675,552,351,864,561.52,83.16
桃園市觀音鄉,2007,13817,9628189,697,561,363,883,630.86,90.53
桃園市觀音鄉,2008,14036,9838118,701,566,365,889,623.61,88.97
桃園市觀音鄉,2009,13884,9104489,656,528,341,831,560.09,85.41
桃園市觀音鄉,2010,14439,9752914,675,543,348,862,569.14,84.26
桃園市觀音鄉,2011,14894,10651546,715,568,372,909,588.84,82.34
桃園市復興鄉,2002,1325,742146,560,491,323,712,367.9,65.68
桃園市復興鄉,2003,1284,726548,566,482,325,729,375.61,66.38
桃園市復興鄉,2004,1271,724173,570,484,310,732,392.14,68.83
桃園市復興鄉,2005,1264,756066,598,486,309,767,457.48,76.48
桃園市復興鄉,2006,1245,732697,589,494,297,743,448.34,76.18
桃園市復興鄉,2007,1272,770608,606,499,302,763,486.67,80.33
桃園市復興鄉,2008,1238,764694,618,520,324,776,473.46,76.65
桃園市復興鄉,2009,1225,881784,720,508,323,767,2946.59,409.35
桃園市復興鄉,2010,1260,771798,613,508,325,778,477.94,78.03
桃園市復興鄉,2011,1250,790078,632,526,330,813,457.69,72.41
桃園市其他,2002,300,250775,836,540,335,976,1298.56,155.35
桃園市其他,2003,220,140512,639,506,313,868,548.91,85.94
桃園市其他,2004,188,129492,689,514,311,852,700.07,101.64
桃園市其他,2005,143,107411,751,536,311,909,773.2,102.94
桃園市其他,2006,131,135505,1034,546,295,993,3714.29,359.08
桃園市其他,2007,163,312014,1914,507,297,813,15895.39,830.4
桃園市其他,2008,6,2443,407,476,243,595,220.15,54.07
桃園市其他,2009,1089,886451,814,626,390,973,1524.3,187.26
桃園市其他,2010,521,446434,857,734,480,1099,587.66,68.58
桃園市其他,2011,281,267328,951,710,441,1172,1003.45,105.48
桃園市其他,2012,179,187380,1047,705,445,1145,1186.24,113.32
桃園市其他,2013,459,508476,1108,708,416,1165,2562.99,231.36
桃園市其他,2014,119,108242,910,629,385,1017,985.14,108.31
桃園市其他,2015,89,95069,1068,668,368,1202,1531.73,143.39
桃園市其他,2016,61,53305,874,725,404,1021,790.34,90.44
新竹縣竹東鎮,2002,23121,17469960,756,570,352,957,799.35,105.79
新竹縣竹東鎮,2003,23274,17798735,765,569,353,962,957.12,125.15
新竹縣竹東鎮,2004,23953,19748519,824,604,363,1039,909.51,110.31
新竹縣竹東鎮,2005,24064,21133359,878,624,370,1097,1075.97,122.52
新竹縣竹東鎮,2006,24404,21657788,887,627,369,1114,988.6,111.4
新竹縣竹東鎮,2007,27719,24908038,899,607,357,1095,1051.24,116.99
新竹縣竹東鎮,2008,25005,23330842,933,648,383,1160,1038.91,111.35
新竹縣竹東鎮,2009,23894,20171608,844,596,354,1058,924.25,109.48
新竹縣竹東鎮,2010,24597,22415497,911,620,361,1112,1211.02,132.89
新竹縣竹東鎮,2011,25069,23793337,949,649,382,1166,1116.53,117.64
新竹縣竹東鎮,2012,26159,24772759,947,658,390,1174,1038.43,109.65
新竹縣竹東鎮,2013,26415,24175709,915,632,370,1135,1042.83,113.94
新竹縣竹東鎮,2014,26751,25493350,953,648,379,1178,1187.76,124.64
新竹縣竹東鎮,2015,27208,26688111,981,663,387,1209,1199.03,122.24
新竹縣竹東鎮,2016,27863,27133213,974,661,385,1204,1242.54,127.6
新竹縣關西鎮,2002,7985,4833814,605,494,313,786,459.05,75.83
新竹縣關西鎮,2003,7967,4845603,608,490,307,786,505.56,83.12
新竹縣關西鎮,2004,7964,5072220,637,510,327,819,497.69,78.14
新竹縣關西鎮,2005,7851,5249137,669,527,332,855,540.39,80.82
新竹縣關西鎮,2006,7664,5194830,678,532,337,868,546.72,80.66
新竹縣關西鎮,2007,4900,3227334,659,524,316,856,566.45,86
新竹縣關西鎮,2008,7585,5475864,722,552,350,909,638.39,88.43
新竹縣關西鎮,2009,7198,4743865,659,513,330,830,584.99,88.76
新竹縣關西鎮,2010,7293,4989069,684,517,332,857,618.07,90.35
新竹縣關西鎮,2011,7327,5317728,726,545,348,902,765.82,105.52
新竹縣關西鎮,2012,7498,5621277,750,563,361,932,703.73,93.87
新竹縣關西鎮,2013,7371,5481871,744,547,354,925,756.86,101.77
新竹縣關西鎮,2014,7442,5749366,773,565,362,943,869.65,112.57
新竹縣關西鎮,2015,7364,5817275,790,577,371,950,960.18,121.55
新竹縣關西鎮,2016,7370,5857044,795,579,375,953,1055.93,132.87
新竹縣新埔鎮,2002,9048,5932770,656,522,332,848,587.15,89.55
新竹縣新埔鎮,2003,9029,5827031,645,515,325,834,539.97,83.67
新竹縣新埔鎮,2004,9180,6269155,683,537,339,876,570.81,83.58
新竹縣新埔鎮,2005,9105,6509728,715,549,342,917,617.26,86.34
新竹縣新埔鎮,2006,9039,6548593,724,556,347,939,612.88,84.6
新竹縣新埔鎮,2007,6254,4404976,704,546,341,909,644.28,91.47
新竹縣新埔鎮,2008,9218,7234009,785,585,364,987,942.24,120.07
新竹縣新埔鎮,2009,8849,6273875,709,531,333,886,928.98,131.03
新竹縣新埔鎮,2010,9119,6936208,761,552,338,928,1152.02,151.46
新竹縣新埔鎮,2011,9265,7416374,800,579,355,994,1397.83,174.63
新竹縣新埔鎮,2012,9555,7752394,811,590,370,1011,951.8,117.31
新竹縣新埔鎮,2013,9362,7435934,794,585,365,981,913.73,115.04
新竹縣新埔鎮,2014,9560,7713078,807,585,359,998,925.99,114.77
新竹縣新埔鎮,2015,9529,7929980,832,598,365,1018,1235.54,148.47
新竹縣新埔鎮,2016,9487,7998185,843,599,370,1020,1297.88,153.95
新竹縣竹北市,2002,25091,20153020,803,592,359,1006,918.96,114.41
新竹縣竹北市,2003,26335,21703170,824,599,359,1039,1035.99,125.71
新竹縣竹北市,2004,28785,26843866,933,655,381,1156,1359.76,145.81
新竹縣竹北市,2005,30929,31927547,1032,707,396,1271,2620.89,253.89
新竹縣竹北市,2006,33062,35772708,1082,751,415,1353,2203.14,203.62
新竹縣竹北市,2007,23899,27141080,1136,777,425,1410,1801.77,158.65
新竹縣竹北市,2008,37627,46495256,1236,832,449,1542,1770.79,143.3
新竹縣竹北市,2009,38240,42799235,1119,779,419,1422,1405.76,125.6
新竹縣竹北市,2010,40106,52067604,1298,832,429,1589,2244.62,172.9
新竹縣竹北市,2011,42451,58210413,1371,890,458,1717,2211.43,161.27
新竹縣竹北市,2012,45192,61696056,1365,932,482,1778,1615.5,118.33
新竹縣竹北市,2013,47022,64448129,1371,937,475,1773,1782.38,130.04
新竹縣竹北市,2014,49508,72445635,1463,975,483,1885,2364.02,161.55
新竹縣竹北市,2015,51269,79216226,1545,1001,491,1975,2180.05,141.09
新竹縣竹北市,2016,53089,82112894,1547,1021,498,2001,1983.54,128.24
新竹縣湖口鄉,2002,17161,11395965,664,540,343,855,570.64,85.93
新竹縣湖口鄉,2003,17350,11475837,661,534,340,854,510.83,77.23
新竹縣湖口鄉,2004,18030,12513166,694,556,351,895,557.85,80.38
新竹縣湖口鄉,2005,18234,13142299,721,571,360,930,597.98,82.97
新竹縣湖口鄉,2006,18495,13532931,732,578,360,943,624.88,85.4
新竹縣湖口鄉,2007,10333,7736656,749,600,371,960,661.26,88.32
新竹縣湖口鄉,2008,19465,14818652,761,589,371,970,727.92,95.62
新竹縣湖口鄉,2009,18975,12993833,685,539,339,880,582.91,85.12
新竹縣湖口鄉,2010,19599,14169336,723,563,349,921,666.19,92.15
新竹縣湖口鄉,2011,20204,15544839,769,592,371,973,711.93,92.53
新竹縣湖口鄉,2012,20921,16524565,790,611,385,1002,706.83,89.49
新竹縣湖口鄉,2013,20885,16140013,773,597,378,994,659.74,85.37
新竹縣湖口鄉,2014,21564,17118679,794,602,382,1005,897.7,113.08
新竹縣湖口鄉,2015,21862,17336836,793,611,380,1016,694.56,87.58
新竹縣湖口鄉,2016,22070,17542858,795,611,385,1022,676.08,85.06
新竹縣橫山鄉,2002,3674,2254674,614,497,318,786,500.65,81.58
新竹縣橫山鄉,2003,3579,2219957,620,498,320,782,631,101.73
新竹縣橫山鄉,2004,3584,2338322,652,525,336,826,520.43,79.77
新竹縣橫山鄉,2005,3522,2419018,687,537,340,876,586.7,85.42
新竹縣橫山鄉,2006,3400,2356334,693,545,346,881,579.87,83.67
新竹縣橫山鄉,2007,3991,2804903,703,539,335,882,630.33,89.69
新竹縣橫山鄉,2008,3348,2455594,733,557,341,929,687.36,93.72
新竹縣橫山鄉,2009,3300,2134332,647,505,313,825,603.17,93.26
新竹縣橫山鄉,2010,3311,2259146,682,520,326,864,674.4,98.84
新竹縣橫山鄉,2011,3312,2379919,719,545,343,914,676.16,94.1
新竹縣橫山鄉,2012,3335,2388997,716,557,355,917,621.63,86.78
新竹縣橫山鄉,2013,3321,2326352,700,545,339,895,616.89,88.06
新竹縣橫山鄉,2014,3322,2360962,711,550,340,899,620.59,87.32
新竹縣橫山鄉,2015,3217,2398232,745,562,359,927,701.3,94.07
新竹縣橫山鄉,2016,3273,2371247,724,559,349,906,657.36,90.73
新竹縣新豐鄉,2002,11114,7675755,691,542,341,869,2929.11,424.12
新竹縣新豐鄉,2003,11320,8236366,728,537,337,863,6440.25,885.14
新竹縣新豐鄉,2004,11926,8788819,737,563,353,911,3443.34,467.24
新竹縣新豐鄉,2005,12173,9172398,754,579,357,950,1808,239.95
新竹縣新豐鄉,2006,12340,9493807,769,580,360,966,1689.08,219.55
新竹縣新豐鄉,2007,9091,7594314,835,617,381,1018,2153.83,257.83
新竹縣新豐鄉,2008,13070,10436775,799,600,371,991,1384.49,173.38
新竹縣新豐鄉,2009,12837,9320027,726,559,344,922,1129.67,155.6
新竹縣新豐鄉,2010,13351,10137753,759,585,359,965,723,95.22
新竹縣新豐鄉,2011,14021,11160705,796,610,366,1017,732.34,92
新竹縣新豐鄉,2012,14611,12072475,826,630,388,1060,774.81,93.77
新竹縣新豐鄉,2013,14718,11982921,814,620,382,1048,732.28,89.94
新竹縣新豐鄉,2014,15302,12940671,846,632,385,1078,981.52,116.06
新竹縣新豐鄉,2015,15101,13019318,862,652,400,1095,823.33,95.5
新竹縣新豐鄉,2016,15647,13383204,855,641,398,1088,796.7,93.15
新竹縣芎林鄉,2002,5182,4028639,777,575,347,945,869.15,111.8
新竹縣芎林鄉,2003,5047,3951456,783,572,352,963,947.79,121.06
新竹縣芎林鄉,2004,5148,4394521,854,604,364,1030,1264.74,148.16
新竹縣芎林鄉,2005,5141,4555049,886,609,367,1058,1613.71,182.13
新竹縣芎林鄉,2006,5118,4520517,883,613,366,1080,1684.5,190.71
新竹縣芎林鄉,2007,5186,5004860,965,644,384,1151,1772.9,183.71
新竹縣芎林鄉,2008,5228,4923851,942,642,380,1145,1671.65,177.49
新竹縣芎林鄉,2009,5034,4238870,842,580,353,1047,1016.34,120.7
新竹縣芎林鄉,2010,5213,4685563,899,594,354,1073,1297.44,144.35
新竹縣芎林鄉,2011,5267,4883801,927,625,376,1115,1376.41,148.44
新竹縣芎林鄉,2012,5418,5022905,927,619,384,1122,1179.41,127.22
新竹縣芎林鄉,2013,5414,4912509,907,613,368,1100,1276.27,140.66
新竹縣芎林鄉,2014,5557,5172448,931,621,375,1112,1313.28,141.09
新竹縣芎林鄉,2015,5462,5222379,956,634,388,1126,1593.14,166.62
新竹縣芎林鄉,2016,5585,5167376,925,615,375,1095,1252.43,135.37
新竹縣寶山鄉,2002,3337,2837360,850,571,339,1016,1175.84,138.29
新竹縣寶山鄉,2003,3324,2845896,856,571,336,1009,1126.45,131.57
新竹縣寶山鄉,2004,3458,3310618,957,606,362,1108,1215.62,126.97
新竹縣寶山鄉,2005,3510,3737851,1065,622,367,1199,1536.81,144.31
新竹縣寶山鄉,2006,3527,3988045,1131,641,372,1258,1703.62,150.67
新竹縣寶山鄉,2007,3541,4649739,1313,680,382,1405,2611.9,198.91
新竹縣寶山鄉,2008,3551,4648296,1309,686,398,1420,2225.16,169.99
新竹縣寶山鄉,2009,3534,4060519,1149,623,359,1248,1981.34,172.44
新竹縣寶山鄉,2010,3678,4805962,1307,657,373,1327,2390.53,182.95
新竹縣寶山鄉,2011,3720,5100166,1371,685,384,1386,2984.45,217.68
新竹縣寶山鄉,2012,3885,5017689,1292,696,390,1393,2433.85,188.44
新竹縣寶山鄉,2013,3946,4774944,1210,663,371,1342,2048.68,169.3
新竹縣寶山鄉,2014,4090,5132271,1255,673,378,1374,2322.57,185.09
新竹縣寶山鄉,2015,4110,5342598,1300,695,390,1373,2317.63,178.29
新竹縣寶山鄉,2016,4230,5207785,1231,674,391,1355,1844.31,149.8
新竹縣北埔鄉,2002,2512,1482288,590,479,302,742,467.44,79.22
新竹縣北埔鄉,2003,2372,1433802,604,481,306,753,697.19,115.34
新竹縣北埔鄉,2004,2428,1596061,657,504,313,809,927.99,141.17
新竹縣北埔鄉,2005,2415,1676547,694,524,314,842,973.42,140.22
新竹縣北埔鄉,2006,2353,1581087,672,513,317,850,601.43,89.51
新竹縣北埔鄉,2007,2817,1976172,702,504,313,847,1328.32,189.35
新竹縣北埔鄉,2008,2367,1700745,719,525,342,886,1156.21,160.92
新竹縣北埔鄉,2009,2271,1480560,652,504,309,817,727.15,111.54
新竹縣北埔鄉,2010,2352,1564156,665,500,307,848,612.91,92.16
新竹縣北埔鄉,2011,2340,1664505,711,535,330,892,733.76,103.15
新竹縣北埔鄉,2012,2369,1683883,711,547,339,887,649.56,91.38
新竹縣北埔鄉,2013,2375,1657289,698,524,335,870,627.66,89.95
新竹縣北埔鄉,2014,2412,1744339,723,546,340,904,630.96,87.25
新竹縣北埔鄉,2015,2340,1733530,741,552,354,934,698.95,94.35
新竹縣北埔鄉,2016,2363,1715800,726,559,339,907,666.91,91.85
新竹縣峨眉鄉,2002,1311,790066,603,502,319,771,434.48,72.1
新竹縣峨眉鄉,2003,1305,778908,597,490,307,767,452.58,75.83
新竹縣峨眉鄉,2004,1316,838052,637,510,323,803,488.8,76.76
新竹縣峨眉鄉,2005,1282,841362,656,520,334,819,521,79.39
新竹縣峨眉鄉,2006,1267,837088,661,524,328,836,529.84,80.2
新竹縣峨眉鄉,2007,1292,874797,677,533,326,842,562.64,83.1
新竹縣峨眉鄉,2008,1250,853385,683,534,339,846,542.08,79.4
新竹縣峨眉鄉,2009,1246,776055,623,498,318,775,503.46,80.83
新竹縣峨眉鄉,2010,1221,818484,670,528,329,834,577.54,86.16
新竹縣峨眉鄉,2011,1258,882522,702,553,348,881,606.98,86.52
新竹縣峨眉鄉,2012,1288,935169,726,558,350,897,654.43,90.13
新竹縣峨眉鄉,2013,1279,884912,692,529,335,864,616.93,89.17
新竹縣峨眉鄉,2014,1293,940516,727,567,348,893,671.17,92.27
新竹縣峨眉鄉,2015,1270,936074,737,557,353,873,683.76,92.77
新竹縣峨眉鄉,2016,1284,942221,734,557,350,879,699.97,95.39
新竹縣尖石鄉,2002,927,493201,532,455,288,721,368.55,69.27
新竹縣尖石鄉,2003,929,496002,534,452,268,703,419.41,78.55
新竹縣尖石鄉,2004,972,530147,545,451,282,723,403.33,73.95
新竹縣尖石鄉,2005,945,533161,564,450,289,743,408.26,72.36
新竹縣尖石鄉,2006,956,518391,542,454,280,687,425.31,78.43
新竹縣尖石鄉,2007,978,556113,569,485,303,751,398.41,70.07
新竹縣尖石鄉,2008,951,542883,571,468,303,733,389.88,68.3
新竹縣尖石鄉,2009,909,518611,571,472,320,723,424.77,74.45
新竹縣尖石鄉,2010,915,542301,593,479,328,737,439.42,74.14
新竹縣尖石鄉,2011,958,589595,615,498,330,786,455.56,74.02
新竹縣尖石鄉,2012,1015,651992,642,531,346,823,447.74,69.7
新竹縣尖石鄉,2013,1069,692160,647,504,339,824,534.01,82.47
新竹縣尖石鄉,2014,1099,732829,667,524,338,858,573.02,85.93
新竹縣尖石鄉,2015,1132,738676,653,529,346,806,530.91,81.36
新竹縣尖石鄉,2016,1124,752614,670,535,347,810,632.69,94.49
新竹縣五峰鄉,2002,583,301941,518,446,261,673,355.67,68.67
新竹縣五峰鄉,2003,586,317934,543,449,284,692,393.71,72.57
新竹縣五峰鄉,2004,581,324334,558,484,282,711,436.32,78.16
新竹縣五峰鄉,2005,526,309701,589,507,334,716,489.86,83.2
新竹縣五峰鄉,2006,507,296511,585,474,291,710,534.36,91.37
新竹縣五峰鄉,2007,1139,627907,551,453,292,683,442.59,80.29
新竹縣五峰鄉,2008,502,302939,603,505,324,742,497.27,82.4
新竹縣五峰鄉,2009,526,306741,583,494,301,740,447.15,76.68
新竹縣五峰鄉,2010,548,326608,596,494,302,759,470.16,78.89
新竹縣五峰鄉,2011,531,317993,599,494,322,739,450.57,75.24
新竹縣五峰鄉,2012,562,356500,634,532,340,767,495.95,78.18
新竹縣五峰鄉,2013,576,359420,624,509,314,792,496.14,79.51
新竹縣五峰鄉,2014,646,407164,630,513,313,814,501.01,79.49
新竹縣五峰鄉,2015,628,407534,649,514,332,830,556.14,85.7
新竹縣五峰鄉,2016,596,373203,626,509,330,777,511.51,81.69
新竹縣其他,2002,77,53537,695,510,291,883,562.47,80.9
新竹縣其他,2003,77,75592,982,602,347,1043,1582.43,161.19
新竹縣其他,2004,76,59260,780,552,365,1145,625.48,80.22
新竹縣其他,2005,65,63147,971,594,338,998,1603.22,165.03
新竹縣其他,2006,57,72062,1264,642,378,1217,2647.25,209.39
新竹縣其他,2007,2974,1963876,660,494,315,818,563.47,85.33
新竹縣其他,2008,1,584,584,584,584,584,0,0
新竹縣其他,2009,4,1929,482,370,316,649,293.13,60.78
新竹縣其他,2010,66,60312,914,726,456,1179,704.24,77.07
新竹縣其他,2011,60,66399,1107,795,405,1284,1038.86,93.87
新竹縣其他,2012,60,67783,1130,819,483,1303,1203.54,106.53
新竹縣其他,2013,53,59779,1128,770,463,1437,1010.8,89.62
新竹縣其他,2014,29,42264,1457,1064,476,1402,1460.04,100.18
新竹縣其他,2015,39,58585,1502,1269,563,1834,1290.57,85.91
新竹縣其他,2016,25,27921,1117,760,590,1314,975.71,87.36
苗栗縣苗栗市,2002,22141,15952280,720,561,336,937,620.96,86.19
苗栗縣苗栗市,2003,22305,15910527,713,549,328,934,655.16,91.85
苗栗縣苗栗市,2004,22495,16740502,744,566,338,980,665.73,89.46
苗栗縣苗栗市,2005,22628,17480211,773,580,342,1017,705.1,91.27
苗栗縣苗栗市,2006,22611,17626975,780,582,348,1026,714.82,91.69
苗栗縣苗栗市,2007,21268,17152712,807,602,358,1051,773.81,95.95
苗栗縣苗栗市,2008,23709,19014496,802,594,358,1042,788.71,98.34
苗栗縣苗栗市,2009,23003,16904190,735,552,329,963,675.89,91.97
苗栗縣苗栗市,2010,23870,17663874,740,558,327,976,680.24,91.92
苗栗縣苗栗市,2011,24450,19042195,779,583,342,1030,730.27,93.77
苗栗縣苗栗市,2012,25598,21054816,823,612,362,1077,966.02,117.45
苗栗縣苗栗市,2013,26142,20738077,793,589,348,1047,1202.69,151.61
苗栗縣苗栗市,2014,26160,21400956,818,612,359,1079,877.4,107.25
苗栗縣苗栗市,2015,25493,21413588,840,636,382,1111,732.15,87.16
苗栗縣苗栗市,2016,25558,21484330,841,636,379,1105,744.22,88.53
苗栗縣苑裡鎮,2002,11094,5974249,539,433,269,656,662.21,122.97
苗栗縣苑裡鎮,2003,11072,5995173,541,433,267,663,825.03,152.37
苗栗縣苑裡鎮,2004,11228,6207009,553,440,272,682,771.99,139.65
苗栗縣苑裡鎮,2005,10962,6367411,581,449,275,708,895.66,154.19
苗栗縣苑裡鎮,2006,10855,6334812,584,458,279,720,537.25,92.06
苗栗縣苑裡鎮,2007,8132,5403996,665,513,314,813,701.66,105.59
苗栗縣苑裡鎮,2008,11292,6894634,611,475,288,756,603.16,98.78
苗栗縣苑裡鎮,2009,10710,6138425,573,445,272,706,535.92,93.51
苗栗縣苑裡鎮,2010,11243,6561268,584,452,276,723,563.05,96.48
苗栗縣苑裡鎮,2011,11347,7090829,625,479,294,774,590.66,94.52
苗栗縣苑裡鎮,2012,11916,7701280,646,494,308,801,569.75,88.16
苗栗縣苑裡鎮,2013,11975,7554929,631,476,296,787,576.14,91.32
苗栗縣苑裡鎮,2014,11685,8232670,705,510,320,844,1393.76,197.82
苗栗縣苑裡鎮,2015,11592,8136848,702,524,330,864,715.69,101.96
苗栗縣苑裡鎮,2016,11457,8033406,701,525,331,859,764.08,108.97
苗栗縣通霄鎮,2002,9354,4874570,521,433,257,664,410.77,78.82
苗栗縣通霄鎮,2003,9207,4795031,521,432,262,660,417.56,80.18
苗栗縣通霄鎮,2004,9352,5052166,540,442,274,682,426.48,78.95
苗栗縣通霄鎮,2005,8895,5010552,563,452,275,703,470.91,83.6
苗栗縣通霄鎮,2006,8729,4974330,570,457,281,715,475.74,83.48
苗栗縣通霄鎮,2007,7768,4716235,607,483,305,764,495.4,81.6
苗栗縣通霄鎮,2008,8635,5260679,609,480,302,763,510.21,83.75
苗栗縣通霄鎮,2009,8217,4693799,571,449,282,700,542.64,95
苗栗縣通霄鎮,2010,8497,4945423,582,462,280,731,545.74,93.77
苗栗縣通霄鎮,2011,8721,5342067,613,477,292,773,542.46,88.56
苗栗縣通霄鎮,2012,9010,5775753,641,496,308,808,613.25,95.67
苗栗縣通霄鎮,2013,8953,5702706,637,481,298,794,879.93,138.14
苗栗縣通霄鎮,2014,8466,5890021,696,525,328,849,1446.36,207.89
苗栗縣通霄鎮,2015,8265,5764291,697,537,341,857,907.48,130.12
苗栗縣通霄鎮,2016,8202,5630446,686,534,337,858,732.68,106.73
苗栗縣公館鄉,2002,7634,4707317,617,506,317,811,455.64,73.89
苗栗縣公館鄉,2003,7481,4645600,621,500,312,810,566.25,91.18
苗栗縣公館鄉,2004,7690,4952604,644,518,317,839,485.08,75.32
苗栗縣公館鄉,2005,7582,5138460,678,532,331,893,516.81,76.26
苗栗縣公館鄉,2006,7638,5175889,678,529,328,893,534.02,78.8
苗栗縣公館鄉,2007,5968,4305544,721,567,355,956,568.04,78.74
苗栗縣公館鄉,2008,7817,5473800,700,550,345,909,550.31,78.59
苗栗縣公館鄉,2009,7634,4906515,643,511,317,838,509.16,79.22
